Column A,Column B
<div>What is the approximate open-circuit voltage produced by a fully illuminated silicon photovoltaic cell?</div><div>BR</div> <div>A. 0.5 volts</div><div>BR</div> <div>B. 0.7 volts</div><div>BR</div> <div>C. 1.1 volts</div><div>BR</div> <div>D. 1.5 volts</div><div>BR</div>,"<div>What is the approximate open-circuit voltage produced by a fully illuminated silicon photovoltaic cell?</div><div>BR</div> <div><font color=""#000000"">A. 0.5 volts</font></div><div>BR</div> <div><font color=""#d5dbdb"">B. 0.7 volts</font></div><div>BR</div> <div><font color=""#d5dbdb"">C. 1.1 volts</font></div><div>BR</div> <div><font color=""#d5dbdb"">D. 1.5 volts</font></div><div>BR</div>"
<div>Which circuit is bistable?</div><div>BR</div> <div>A. An AND gate</div><div>BR</div> <div>B. An OR gate</div><div>BR</div> <div>C. A flip-flop</div><div>BR</div> <div>D. A bipolar amplifier</div><div>BR</div>,"<div>Which circuit is bistable?</div><div>BR</div> <div><font color=""#d5dbdb"">A. An AND gate</font></div><div>BR</div> <div><font color=""#d5dbdb"">B. An OR gate</font></div><div>BR</div> <div><font color=""#000000"">C. A flip-flop</font></div><div>BR</div> <div><font color=""#d5dbdb"">D. A bipolar amplifier</font></div><div>BR</div>"
<div>What is the function of a decade counter?</div><div>BR</div> <div>A. It produces one output pulse for every 10 input pulses</div><div>BR</div> <div>B. It decodes a decimal number for display on a seven-segment LED display</div><div>BR</div> <div>C. It produces 10 output pulses for every input pulse</div><div>BR</div> <div>D. It decodes a binary number for display on a seven-segment LED display</div><div>BR</div>,"<div>What is the function of a decade counter?</div><div>BR</div> <div><font color=""#000000"">A. It produces one output pulse for every 10 input pulses</font></div><div>BR</div> <div><font color=""#d5dbdb"">B. It decodes a decimal number for display on a seven-segment LED display</font></div><div>BR</div> <div><font color=""#d5dbdb"">C. It produces 10 output pulses for every input pulse</font></div><div>BR</div> <div><font color=""#d5dbdb"">D. It decodes a binary number for display on a seven-segment LED display</font></div><div>BR</div>"
<div>Which of the following can divide the frequency of a pulse train by 2?</div><div>BR</div> <div>A. An XOR gate</div><div>BR</div> <div>B. A flip-flop</div><div>BR</div> <div>C. An OR gate</div><div>BR</div> <div>D. A multiplexer</div><div>BR</div>,"<div>Which of the following can divide the frequency of a pulse train by 2?</div><div>BR</div> <div><font color=""#d5dbdb"">A. An XOR gate</font></div><div>BR</div> <div><font color=""#000000"">B. A flip-flop</font></div><div>BR</div> <div><font color=""#d5dbdb"">C. An OR gate</font></div><div>BR</div> <div><font color=""#d5dbdb"">D. A multiplexer</font></div><div>BR</div>"
<div>How many flip-flops are required to divide a signal frequency by 16?</div><div>BR</div> <div>A. 4</div><div>BR</div> <div>B. 6</div><div>BR</div> <div>C. 8</div><div>BR</div> <div>D. 16</div><div>BR</div>,"<div>How many flip-flops are required to divide a signal frequency by 16?</div><div>BR</div> <div><font color=""#000000"">A. 4</font></div><div>BR</div> <div><font color=""#d5dbdb"">B. 6</font></div><div>BR</div> <div><font color=""#d5dbdb"">C. 8</font></div><div>BR</div> <div><font color=""#d5dbdb"">D. 16</font></div><div>BR</div>"
<div>Which of the following circuits continuously alternates between two states without an external clock signal?</div><div>BR</div> <div>A. Monostable multivibrator</div><div>BR</div> <div>B. J-K flip-flop</div><div>BR</div> <div>C. T flip-flop</div><div>BR</div> <div>D. Astable multivibrator</div><div>BR</div>,"<div>Which of the following circuits continuously alternates between two states without an external clock signal?</div><div>BR</div> <div><font color=""#d5dbdb"">A. Monostable multivibrator</font></div><div>BR</div> <div><font color=""#d5dbdb"">B. J-K flip-flop</font></div><div>BR</div> <div><font color=""#d5dbdb"">C. T flip-flop</font></div><div>BR</div> <div><font color=""#000000"">D. Astable multivibrator</font></div><div>BR</div>"
"<div>What is a characteristic of a monostable multivibrator?</div><div>BR</div> <div>A. It switches temporarily to an alternate state for a set time</div><div>BR</div> <div>B. It produces a continuous square wave</div><div>BR</div> <div>C. It stores one bit of data</div><div>BR</div> <div>D. It maintains a constant output voltage, regardless of variations in the input voltage</div><div>BR</div>","<div>What is a characteristic of a monostable multivibrator?</div><div>BR</div> <div><font color=""#000000"">A. It switches temporarily to an alternate state for a set time</font></div><div>BR</div> <div><font color=""#d5dbdb"">B. It produces a continuous square wave</font></div><div>BR</div> <div><font color=""#d5dbdb"">C. It stores one bit of data</font></div><div>BR</div> <div><font color=""#d5dbdb"">D. It maintains a constant output voltage, regardless of variations in the input voltage</font></div><div>BR</div>"
<div>What logical operation does a NAND gate perform?</div><div>BR</div> <div>A. It produces a 0 at its output only if all inputs are 0</div><div>BR</div> <div>B. It produces a 1 at its output only if all inputs are 1</div><div>BR</div> <div>C. It produces a 0 at its output if some but not all inputs are 1</div><div>BR</div> <div>D. It produces a 0 at its output only if all inputs are 1</div><div>BR</div>,"<div>What logical operation does a NAND gate perform?</div><div>BR</div> <div><font color=""#d5dbdb"">A. It produces a 0 at its output only if all inputs are 0</font></div><div>BR</div> <div><font color=""#d5dbdb"">B. It produces a 1 at its output only if all inputs are 1</font></div><div>BR</div> <div><font color=""#d5dbdb"">C. It produces a 0 at its output if some but not all inputs are 1</font></div><div>BR</div> <div><font color=""#000000"">D. It produces a 0 at its output only if all inputs are 1</font></div><div>BR</div>"
<div>What logical operation does an OR gate perform?</div><div>BR</div> <div>A. It produces a 1 at its output if any input is 1</div><div>BR</div> <div>B. It produces a 0 at its output if all inputs are 1</div><div>BR</div> <div>C. It produces a 0 at its output if some but not all inputs are 1</div><div>BR</div> <div>D. It produces a 1 at its output if all inputs are 0</div><div>BR</div>,"<div>What logical operation does an OR gate perform?</div><div>BR</div> <div><font color=""#000000"">A. It produces a 1 at its output if any input is 1</font></div><div>BR</div> <div><font color=""#d5dbdb"">B. It produces a 0 at its output if all inputs are 1</font></div><div>BR</div> <div><font color=""#d5dbdb"">C. It produces a 0 at its output if some but not all inputs are 1</font></div><div>BR</div> <div><font color=""#d5dbdb"">D. It produces a 1 at its output if all inputs are 0</font></div><div>BR</div>"
<div>What logical operation is performed by a two-input exclusive NOR gate?</div><div>BR</div> <div>A. It produces a 0 at its output only if all inputs are 0</div><div>BR</div> <div>B. It produces a 1 at its output only if all inputs are 1</div><div>BR</div> <div>C. It produces a 0 at its output if one and only one of its inputs is 1</div><div>BR</div> <div>D. It produces a 1 at its output if one and only one input is 1</div><div>BR</div>,"<div>What logical operation is performed by a two-input exclusive NOR gate?</div><div>BR</div> <div><font color=""#d5dbdb"">A. It produces a 0 at its output only if all inputs are 0</font></div><div>BR</div> <div><font color=""#d5dbdb"">B. It produces a 1 at its output only if all inputs are 1</font></div><div>BR</div> <div><font color=""#000000"">C. It produces a 0 at its output if one and only one of its inputs is 1</font></div><div>BR</div> <div><font color=""#d5dbdb"">D. It produces a 1 at its output if one and only one input is 1</font></div><div>BR</div>"
<div>What is a truth table?</div><div>BR</div> <div>A. A list of inputs and corresponding outputs for an op-amp</div><div>BR</div> <div>B. A list of inputs and corresponding outputs for a digital device</div><div>BR</div> <div>C. A diagram showing logic states when the digital gate output is true</div><div>BR</div> <div>D. A table of logic symbols that indicate the logic states of an op-amp</div><div>BR</div>,"<div>What is a truth table?</div><div>BR</div> <div><font color=""#d5dbdb"">A. A list of inputs and corresponding outputs for an op-amp</font></div><div>BR</div> <div><font color=""#000000"">B. A list of inputs and corresponding outputs for a digital device</font></div><div>BR</div> <div><font color=""#d5dbdb"">C. A diagram showing logic states when the digital gate output is true</font></div><div>BR</div> <div><font color=""#d5dbdb"">D. A table of logic symbols that indicate the logic states of an op-amp</font></div><div>BR</div>"
"<div>What does “positive logic” mean in reference to logic devices? </div><div>BR</div> <div>A. The logic devices have high noise immunity</div><div>BR</div> <div>B. High voltage represents a 1, low voltage a 0</div><div>BR</div> <div>C. The logic circuit is in the “true” condition</div><div>BR</div> <div>D. 1s and 0s are defined as different positive voltage levels</div><div>BR</div>","<div>What does “positive logic” mean in reference to logic devices? </div><div>BR</div> <div><font color=""#d5dbdb"">A. The logic devices have high noise immunity</font></div><div>BR</div> <div><font color=""#000000"">B. High voltage represents a 1, low voltage a 0</font></div><div>BR</div> <div><font color=""#d5dbdb"">C. The logic circuit is in the “true” condition</font></div><div>BR</div> <div><font color=""#d5dbdb"">D. 1s and 0s are defined as different positive voltage levels</font></div><div>BR</div>"
"<div>For what portion of the signal cycle does each active element in a push-pull, Class AB amplifier conduct?</div><div>BR</div> <div>A. More than 180 degrees but less than 360 degrees</div><div>BR</div> <div>B. Exactly 180 degrees</div><div>BR</div> <div>C. The entire cycle</div><div>BR</div> <div>D. Less than 180 degrees</div><div>BR</div>","<div>For what portion of the signal cycle does each active element in a push-pull, Class AB amplifier conduct?</div><div>BR</div> <div><font color=""#000000"">A. More than 180 degrees but less than 360 degrees</font></div><div>BR</div> <div><font color=""#d5dbdb"">B. Exactly 180 degrees</font></div><div>BR</div> <div><font color=""#d5dbdb"">C. The entire cycle</font></div><div>BR</div> <div><font color=""#d5dbdb"">D. Less than 180 degrees</font></div><div>BR</div>"
<div>What is a Class D amplifier?</div><div>BR</div> <div>A. An amplifier that uses switching technology to achieve high efficiency</div><div>BR</div> <div>B. A low power amplifier that uses a differential amplifier for improved linearity</div><div>BR</div> <div>C. An amplifier that uses drift-mode FETs for high efficiency</div><div>BR</div> <div>D. An amplifier biased to be relatively free from distortion</div><div>BR</div>,"<div>What is a Class D amplifier?</div><div>BR</div> <div><font color=""#000000"">A. An amplifier that uses switching technology to achieve high efficiency</font></div><div>BR</div> <div><font color=""#d5dbdb"">B. A low power amplifier that uses a differential amplifier for improved linearity</font></div><div>BR</div> <div><font color=""#d5dbdb"">C. An amplifier that uses drift-mode FETs for high efficiency</font></div><div>BR</div> <div><font color=""#d5dbdb"">D. An amplifier biased to be relatively free from distortion</font></div><div>BR</div>"
<div>What circuit is required at the output of an RF switching amplifier?</div><div>BR</div> <div>A. A filter to remove harmonic content</div><div>BR</div> <div>B. A high-pass filter to compensate for low gain at low frequencies</div><div>BR</div> <div>C. A matched load resistor to prevent damage by switching transients</div><div>BR</div> <div>D. A temperature compensating load resistor to improve linearity</div><div>BR</div>,"<div>What circuit is required at the output of an RF switching amplifier?</div><div>BR</div> <div><font color=""#000000"">A. A filter to remove harmonic content</font></div><div>BR</div> <div><font color=""#d5dbdb"">B. A high-pass filter to compensate for low gain at low frequencies</font></div><div>BR</div> <div><font color=""#d5dbdb"">C. A matched load resistor to prevent damage by switching transients</font></div><div>BR</div> <div><font color=""#d5dbdb"">D. A temperature compensating load resistor to improve linearity</font></div><div>BR</div>"
